"courseCode","courseName","courseCredit","courseCategory","courseAvailability","descriptions","created_at","updated_at"
"LMCR3353","BIOTEKNOLOGI DAN MASYARAKAT","3","C5","","Abad ke 21 adalah merupakan era bioteknologi di mana kemajuan yang amat pesat berlaku dalam bidang ini di seluruh dunia dan Malaysia sendiri. Samada kita sedar atau tidak, produk bioteknologi telah berada di pasaran. Mungkin kerana kecanggihan teknologinya dan isu-isu berkaitan bioteknologi yang dianggap sebagai kompleks, ramai yang tidak memahami apakah bioteknologi dan kenapa banyak isu-isu yang kontroversil mengenainya. Kursus ini adalah bertujuan untuk memperkenalkan pelajar kepada teknik asas bioteknologi, aplikasi, faedah, risiko, penerimaan masyarakat, isu etika dan pengawalannya. Pendedahan mengenai teori-teori moral/etika dan perspektif agama dan bagaimana menggunakannya dalam menangani isu-isu etika berkaitan sesuatu aplikasi bioteknologi akan turut diberikan. Pengajaran dan pembelajaran akan dilaksanakan dalam bentuk Pembelajaran Berasaskan Masalah dan Pembelajaran Berasaskan Pengalaman.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCR3362","PERLEMBAGAAN DAN MASYARAKAT","2","C1","","Kursus ini bertujuan memperkenalkan kepada para pelajar mengenai tujuan dan peranan perlembagaan dalam masyarakat. Pelajar akan didedahkan mengenai konsep, teori dan latar belakang perlembagaan. Perkara-perkara yang mendasari perlembagaan juga akan diterangkan seperti keluhuran perlembagaan, hak kebebasan, doktrin pengasingan kuasa, federalisme, ketertinggian perlembagaan, konvensyen perlembagaan dan diskriminasi perlindungan serta kontrak sosial. Selain itu, tumpuan khusus akan diberikan mengenai Perlembagaan Persekutuan dan Perlembagaan negeri-negeri seperti agama Islam, Bahasa Melayu, kedudukan istimewa orang Melayu, institusi beraja dan perbandingan dengan perlembagaan di negara-negara lain. Penekanan juga akan diberikan kepada fungsi utama kerajaan dan tanggungjawab masyarakat menurut perlembagaan serta Islam dan Perlembagaan. Secara keseluruhannya, pendedahan mengenai kursus ini dilihat dari perspektif sejarah, budaya, agama, politik, undang-undang dan hubungan etnik. Pengajaran dan pembelajaran akan dilaksanakan dalam bentuk pengalaman pembelajaran, pembelajaran berasaskan masalah, dan Service Learning.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCR3402","PERNIAGAAN ONLINE","2","C4","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCR3412","KEPIMPINAN TRANSFORMASI","2","C4","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCR3422","PERSEDIAAN ALAM PEKERJAAN","2","C4","","Kursus ini memperkenalkan kepada para pelajar mengenai maklumat dan peluang kerjaya di pasaran kerja. Pelajar 
didedahkan dengan siri ceramah kerjaya daripada pihak industri dan diminta untuk merancang laluan kerjaya masingmasing. Kemahiran berkaitan persediaan dan pencarian pekerjaan turut diberikan kepada para pelajar meliputi penulisan 
resume, cv atas talian, video resume, penggunaan portal pencarian kerja seperti Jobstreet, LinkedIn, dan juga persediaan 
menghadapi temu duga (mock interview). Pada akhir kursus ini, pelajar dikehendaki membangunkan satu profil kerjaya 
menggunakan teknologi terkini yang boleh digunakan dalam permohonan pekerjaan.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCR3432","PROGRAM PENJELAJAHAN LUAR NEGARA","2","C4","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCR3442","PENGURUSAN PROGRAM KERJAYA","2","C4","","Kursus ini memperkenalkan kepada para pelajar mengenai kemahiran dalam menguruskan sesuatu program kerjaya seperti expo kerjaya. Pelajar diberi peluang menggunakan pengalaman dan kemahiran mereka dalam merancang, mengumpul maklumat dan seterusnya melaksanakan program kerjaya. Kemahiran pengurusan program mereka akan dinilai menerusi kejayaan mereka melaksanakan sesuatu program kerjaya yang berkesan melalui penglibatan industri dan pelajar.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCR3452","PENGURUSAN LATIHAN UNTUK PEMBANGUNAN BAKAT","2","C4","","Kursus ini memperkenalkan kepada pelajar mengenai pengurusan latihan dan pembangunan bakat sesebuah organisasi. Kursus ini menyediakan pelajar dengan pengetahuan, teori dan konsep pembangunan bakat warga kerja sesebuah organisasi kontemporari seperti kaedah menganalisis keperluan latihan, pembangunanan bahan kursus, penganjuran program latihan dan piawaian dalam penilaian keberkesanan latihan seperti Model KirkPatrick. Komponen praktikal kursus ini mewajibkan pelajar bekerja dalam satu pasukan untuk mempraktik teori dan amalan terbaik dalam penganjuran latihan. Pelajar juga akan didedahkan kepada kaedah membangunkan bahan multimedia latihan seperti seperti brosur dan animasi pendek. Masalah dan isu dalam penganjuran latihan juga akan diberi penekanan. Pengajaran dan pembelajaran akan dilaksanakan dalam bentuk kuliah interaktif, pengalaman pembelajaran, pembelajaran berasaskan kes, pembelajaran dalam talian dan main peranan.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCR3462","PENGURUSAN MESYUARAT BERKESAN","2","C4","","Kursus ini memperkenalkan kepada pelajar mengenai pengurusan mesyuarat yang berkesan, kaedah penulisan minit mesyuarat yang berkualiti serta pengaplikasian pengetahuan pengurusan mesyuarat yang berkesan dan penulisan minit mesyuarat yang berkualiti. Pelajar akan didedahkan kepada pengenalan kepada mesyuarat, konsep dan fungsi, adab, peranan setiausaha mesyuarat dan masalah dalam pengurusan mesyuarat. Di samping itu, penekanan juga akan diberikan kepada pengolahan minit,kandungan,format serta laras bahasa untuk menghasilkan minit yang berkualiti. Masalah dalam penulisan minit mesyuarat juga akan diberi penekanan. Pengajaran dan pembelajaran akan dilaksanakan dalam bentuk kuliah interaktif, pengalaman pembelajaran, pembelajaran berasaskan masalah/kes, pembelajaran dalam talian dan main peranan.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCR3472","MOBILITI GLOBAL","2","C4","","Kursus ini menyediakan pentas untuk para pelajar yang ingin menjalani proses pembangunan kendiri dan pembangunan dunia sejagat melalui pengalaman program sukarela rentas budaya . Program ini bertujuan mengasah sifat kepemimpinan dalam kalangan pelajar melalui penglibatan mereka secara aktif dalam projek rentas budaya yang direka khas supaya para remaja ini mampu menabur bakti kepada “Sustainable Development Goals” yang ditetapkan. Bertujuan untuk memupuk sifat kepimpinan dalam kalangan pelajar semasa program sukarelawan ini ; kesedaran diri, memangkin semangat anak muda yang lain dalam skala global. Persediaan kebudayaan dan ruang pembelajaran akan dipantau sebelum dan semasa pengalaman mereka. Sepanjang kursus ini, pelajar akan didedahkan mengenai kepentingan mencapai “sustainable development agenda” untuk menaiktaraf kehidupan rakyat sejagat. Pengajaran dan pembelajaran akan dilaksanakan dalam bentuk pengalaman pembelajaran, pembelajaran berasaskan masalah, dan Service Learning.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCR3482","E-SUKAN","2","C4","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCR3502","SEL STEM DAN ANDA","2","C5","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCR3512","TERAPI PERUBATAN REGENERATIF","2","C5","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCR3613","TEKNOLOGI MAKLUMAT, PERSEKITARAN & GAYA HIDUP","3","C6","","Kursus ini membincang perkembangan, implikasi, dan penggunaan teknologi maklumat dan komunikasi (TM) kepada kekeluargaan, kesihatan dan gaya hidup masyarakat. Kursus ini dilaksana dalam persekitaran kuliah melibatkan perbincangan dan tutorial yang memboleh pelajar memperoleh pengetahuan dan kemahiran menilai peranan TM khususnya kepada masyarakat dan Negara amnya. Antara struktur pengajaran kursus ini merangkumi konsep asas, peranan, kebolehgunaan TM, keperluan teknologi untuk mencipta, menyebar dan mengurus data dan maklumat, menilai impak TM kepada masyarakat, TM dan persekitaran, TM dan perniagaan, dan kerajaan elektronik di Malaysia. Pelajar perlu diberi pendedahan ini supaya dapat menjadi pengamal dan pengusaha TM yang mempunyai kesedaran tentang impak TM kepada masyarakat dan persekitaran, serta dapat menilai baik dan buruk implikasi pada masa akan datang.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCR3722","KEMAHIRAN BIMBINGAN DAN INTERPERSONAL","2","C4","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCR3723","KEMAHIRAN INTERPESONAL DAN PENGUKUHAN JATI D","3","C4","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCR3933","TEKNOLOGI MAKLUMAT DAN KEUSAHAWANAN","3","C4","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCR4112","PRIORITI DAN ISU-ISU PENDIDIKAN","2","C1","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCR4202","BAHASA YUNANI DAN LATIN DALAM TERMINOLOGI SAINS","2","C2","","Kursus ini ditawarkan kepada pelajar yang ingin memperbaiki dan meningkatkan pengetahuan mereka tentang kosa kata ilmiah dalam bahasa Inggeris. Ia melengkapkan pelajar dengan pendedahan asas kepada elemen-elemen bahasa Latin dan Greek dalam wacana ilmiah yang akan membuatkan pemerolehan kosa kata saintifik lebih mudah dan menyeronokkan. Ia merangkumi pelbagai bidang sains. Kursus ini membolehkan pelajar meningkatkan pengetahuan perbendaharaan kata saintifik dan menggunakan kemahiran analisis perkataan dalam memahami teks saintifik. Ini dicapai melalui pembentangan permainan bahasa, kertas analisis perbendaharaan kata, dan pembentangan lisan.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCR4212","TATABAHASA BAHASA INGGERIS LANJUTAN","2","C2","","Kursus ini ditawarkan kepada pelajar yang ingin meningkatkan pengetahuan mereka tentang tatabahasa bahasa Inggeris atau mengasah kemahiran tatabahasa mereka. Ia memberi tumpuan kepada konsep asas, prinsip tatabahasa, dan cara untuk menganalisis kesalahan tatabahasa secara bertulis. Kursus ini membolehkan pelajar mempunyai pemahaman yang lebih baik dan keupayaan untuk menggunakan tatabahasa secara bertulis dan bercakap dengan betul. Ini dicapai melalui pembentangan main peranan, kertas analisis tatabahasa, tugasan menulis, dan pembentangan lisan.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCR4602","PERTOLONGAN CEMAS KOMUNITI","2","C6","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCR5503","PENGURUSAN PROJEK PEMBINAAN","3","C5","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCR5513","APLIKASI TEKNOLOGI MAKLUMAT DALAM PEMBINAAN","3","C5","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCR5523","ASAS PEMBANGUNAN 3D BIM MODEL","3","C5","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCR5533","UNDANG-UNDANG DAN KONTRAK PEMBINAAN","3","C1","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCS1602","ASAS BOLA SEPAK","2","C6","","Kursus ini memperkenalkan kepada para pelajar mengenai pengetahuan dan kemahiran bola sepak Melalui kursus ini, para pelajar akan didedahkan kepada peraturan asas, etika sukan bola sepak, terminologi, penskoran, teknik-teknik asas bola sepak serta dalam aspek kesihatan. Pengajaran dan pembelajaran akan dilaksanakan dalam bentuk teori dan praktikal.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCS1612","ASAS BOLA JARING","2","C6","","Kursus ini memperkenalkan kepada para pelajar mengenai pengetahuan dan kemahiran bola jarring. Melalui kursus ini, para pelajar akan didedahkan kepada peraturan asas, etika bola jaring terminologi, penskoran, teknik-teknik asas bola jaring serta manfaat bola jaringdalam aspek kesihatan dan kekeluargaan. Pengajaran dan pembelajaran akan dilaksanakan dalam bentuk teori dan praktikal.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCS1622","ASAS SEPAK TAKRAW","2","C6","","Kursus ini memperkenalkan kepada para pelajar mengenai pengetahuan dan kemahiran Sepak Takraw. Melalui kursus ini, para pelajar akan didedahkan kepada peraturan asas, etika Sepak Takraw, terminologi, penskoran, teknik-teknik asas Sepak Takraw serta manfaat Sepak Takraw dalam aspek kesihatan dan kekeluargaan. Pengajaran dan pembelajaran akan dilaksanakan dalam bentuk teori dan praktikal.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCS1632","ASAS BOLA TAMPAR","2","C6","","Kursus ini memperkenalkan kepada para pelajar mengenai pengetahuan dan kemahiran bola tampar. Melalui kursus ini, para pelajar akan didedahkan kepada peraturan asas, etika bola tampar terminologi, penskoran, teknik-teknik asas bola tampar serta manfaat bola tampar dalam aspek kesihatan dan kekeluargaan. Pengajaran dan pembelajaran akan dilaksanakan dalam bentuk teori dan praktikal.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCS1642","ASAS BOLA BALING","2","C6","","Kursus ini memperkenalkan kepada para pelajar mengenai pengetahuan dan kemahiran Bola Baling. Melalui kursus ini, para pelajar akan didedahkan kepada peraturan asas, etika Bola Baling, terminologi, penskoran, teknik-teknik asas Bola Baling serta manfaat Bola Baling dalam aspek kesihatan dan kekeluargaan. Pengajaran dan pembelajaran akan dilaksanakan dalam bentuk teori dan praktikal.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCS1652","ASAS RENANG (LELAKI)","2","C6","","Kursus ini bertujuan memberi pendedahan kepada para pelajar dari segi teori dan praktikal berkaitan dengan permainan sukan Asas Renang (lelaki). Pengetahuan tentang lima perkara asas sukan Asas Renang (lelaki) iaitu peraturan, etika, kelengkapan, teknik penskoran amat dititikberatkan bagi membolehkan pelajar dapat menguasai asas dalam sukan Renang (lelaki). Selain itu disentuh juga aspek asas kejurulatihan, pengurusan aktiviti kesihatan dan gaya hidup sihat dan penganjuran pertandingan Asas Renang (lelaki) kerana ia merupakan kombinasi yang berkesan di antara pengetahuan dan kemahiran dengan aspek penjagaan kesihatan, keakraban kekeluargaan dan kemasyarakatan. Kursus dijalankan dalam bentuk penerangan, perbincangan, kejurulatihan dan praktikal dan penganjuran pertandingan sukan Asas Renang (lelaki).","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCS1662","ASAS GOLF","2","C6","","Kursus ini bertujuan memberi pendedahan kepada para pelajar dari segi teori dan praktikal berkaitan dengan permainan Sukan Golf. Pengetahuan tentang perkara asas Sukan Golf iaitu peraturan, etika, kelengkapan, teknik Sukan Golf dan penskoran amat dititikberatkan bagi membolehkan pelajar dapat menguasai asas dalam permainan Sukan Golf. Selain itu disentuh juga aspek asas kejurulatihan, pengurusan aktiviti kesihatan dan gaya hidup sihat dan penganjuran pertandingan Sukan Golf kerana ia merupakan kombinasi yang berkesan dengan aspek penjagaan kesihatan, keakraban kekeluargaan dan kemasyarakatan. Kursus dijalankan dalam bentuk penerangan, perbincangan, kejurulatihan dan praktikal dan penganjuran pertandingan Sukan Golf.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCS1672","ASAS PING PONG","2","C6","","Kursus ini memperkenalkan kepada para pelajar mengenai pengetahuan dan kemahiran Ping pong. Melalui kursus ini, para pelajar akan didedahkan kepada peraturan asas, etika Ping pong, terminologi, penskoran, teknik-teknik asas Ping pong serta manfaat Ping pong dalam aspek kesihatan dan kekeluargaan. Pengajaran dan pembelajaran akan dilaksanakan dalam bentuk teori dan praktikal.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCS1682","ASAS TAEKWANDO","2","C6","","Kursus ini bertujuan untuk mendedahkan pelajar kepada aspek fizikal seperti seni mempertahankan diri dan sukan Taekwondo. Selain itu, kursus ini juga melibatkan aspek mental seperti penerapan nilai-nilai positif dan disiplin yang tinggi terhadap latihan dan jurulatih. Para pelajar juga didedahkan dengan sejarah, falsafah, terminologi, penskoran, teknik-teknik asas Taekwondo agar pelajar lebih faham dan menjadikan Taekwondo sebagai satu cara hidup yang sihat dan positif dalam diri, keluarga dan masyarakat. Penganjuran kejohanan, penglibatan diri di dalam pertandingan Taekwondo dan praktikal adalah medium penilaian terhadap tahap pemahaman para pelajar dalam sukan Taekwondo.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCS1692","ASAS REKREASI","2","C6","","Kursus ini memperkenalkan kepada para pelajar mengenai pengetahuan dan kemahiran Asas Rekreasi. Melalui kursus ini, para pelajar akan didedahkan kepada peraturan asas, rekreasi, terminologi, penskoran, teknik-teknik asas rekreasi serta manfaat rekreasi dalam aspek kesihatan dan kekeluargaan. Pengajaran dan pembelajaran akan dilaksanakan dalam bentuk teori dan praktikal.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCS1782","TAEKWANDO - PERTENGAHAN","2","C6","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCS2602","ASAS 'ULTIMATE FRISBEE'","2","C6","","Kursus ini memperkenalkan kepada para pelajar mengenai pengetahuan dan kemahiran Ultimate Frisbee. Melalui kursus ini, para pelajar akan didedahkan kepada peraturan asas, etika Ultimate Frisbee, terminologi, penskoran, teknik-teknik asas Ultimate Frisbee serta manfaat Ultimate Frisbee dalam aspek kesihatan dan kekeluargaan. Pengajaran dan pembelajaran akan dilaksanakan dalam bentuk teori dan praktikal.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCS2612","ASAS GIMNASIUM","2","C6","","Kursus ini memperkenalkan kepada para pelajar mengenai pengetahuan dan kemahiran Asas Gimnasium Melalui kursus ini, para pelajar akan didedahkan kepada peraturan asas, etika di dalam Latihan Bebanan, cara pemakanan teknik-teknik latihan serta manfaat latihan bebanan dalam aspek kesihatan dan kekeluargaan. Pengajaran dan pembelajaran akan dilaksanakan dalam bentuk teori dan praktikal.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCS2622","ASAS TENIS","2","C6","","Kursus ini memperkenalkan kepada para pelajar mengenai pengetahuan dan kemahiran Tenis. Melalui kursus ini, para pelajar akan didedahkan kepada peraturan asas, etika Tenis, terminologi, penskoran, teknik-teknik asas Tenis serta manfaat Tenis dalam aspek kesihatan dan kekeluargaan. Pengajaran dan pembelajaran akan dilaksanakan dalam bentuk teori dan praktikal.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCS2632","ASAS SILAT","2","C6","","Kursus ini memperkenalkan kepada para pelajar mengenai pengetahuan dan kemahiran Asas Silat. Melalui kursus ini, para pelajar akan didedahkan kepada asas serang, bela dan langkah. Alemen pertandingan dan penganjuran kejohanan turut memenuhi ruang pembelajaran juga. Pengajaran dan pembelajaran akan dilaksanakan dalam bentuk teori dan praktikal.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCS2642","ASAS HOKI","2","C6","","Kursus ini memperkenalkan kepada para pelajar mengenai pengetahuan dan kemahiran Hoki. Melalui kursus ini, para pelajar akan didedahkan kepada peraturan asas, etika Hoki terminologi, penskoran, teknik-teknik asas Hoki serta manfaat Hoki dalam aspek kesihatan dan kekeluargaan. Pengajaran dan pembelajaran akan dilaksanakan dalam bentuk dan praktikal teori.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCS2652","ASAS 'FIT TOUCH'","2","C6","","Kursus ini memperkenalkan kepada para pelajar mengenai pengetahuan dan kemahiran FIT Touch. Melalui kursus ini, para pelajar akan didedahkan kepada peraturan asas, etika FIT Touch, terminologi, penskoran, teknik-teknik asas FIT Touch serta manfaat FIT Touch dalam aspek kesihatan dan kekeluargaan. Pengajaran dan pembelajaran akan dilaksanakan dalam bentuk teori dan praktikal.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCS2662","KECERGASAN ASAS SENAMROBIK/SENAMSENI","2","C6","","Kursus Asas Senamrobik memperkenalkan kepada para pelajar mengenai pengetahuan dan kemahiran Senamrobik. Kursus ini akan memberikan pendedahan kepada pelajar akan pengetahuan asas mengenai etika, teknik asas, terminologi, peraturanperaturan asas serta manafaat Senamrobik. Pengajaran dan pembelajaran akan dilaksanakan dalm bentuk teor","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCS2672","ASAS BOLING PADANG/'LAWN BOWLS'","2","C6","","Kursus ini memperkenalkan kepada para pelajar mengenai pengetahuan dan kemahiran Boling Padang/Lawn Bowls. Melalui kursus ini, para pelajar akan didedahkan kepada peraturan asas, etika Boling Padang/Lawn Bowls, terminologi, penskoran, teknik-teknik asas Boling Padang/Lawn Bowls serta manfaat Boling Padang/Lawn Bowls dalam aspek kesihatan dan kekeluargaan. Pengajaran dan pembelajaran akan dilaksanakan dalam bentuk teori dan praktikal.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCS2692","ASAS KRIKET","2","C6","","Kursus ini memperkenalkan kepada para pelajar mengenai pengetahuan dan kemahiran kriket. Melalui kursus ini, para pelajar akan didedahkan kepada peraturan asas, etika permainan kriket, terminologi, penskoran, teknik-teknik asas permainan kriket serta manfaat permainan kriket dalam aspek kesihatan dan kekeluargaan. Pengajaran dan pembelajaran akan dilaksanakan dalam bentuk teori dan praktikal.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCS2752","`FIT TOUCH' - PERTENGAHAN","2","C6","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCS3602","ASAS 'WOODBALL'","2","C6","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCS3612","ASAS FUTSAL","2","C6","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCS3622","ASAS 'SPORTS MASSAGE' (LELAKI)","2","C6","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCS3632","ASAS PENGURUSAN ACARA (PENGURUSAN ACARA)","2","C6","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCS3642","ASAS PENGURUSAN ACARA (PENGURUSAN SUKARELAWAN)","2","C6","","Kursus ini memperkenalkan kepada para pelajar mengenai pengetahuan dan kemahiran pengurusan acara dan sukarelawan. Melalui kursus ini, para pelajar akan didedahkan kepada peraturan asas, etika pengurusan acara dan sukarelawan, terminologi, teknik-teknik asas dalam pengurusan sukarelawan sukan serta manfaatnya dalam aspek kesihatan dan kekeluargaan. Pengajaran dan pembelajaran akan dilaksanakan dalam bentuk teori dan praktikal.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCS3652","ASAS KECERGASAN/'BASIC WELLNESS'","2","C6","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCS3662","ASAS BADMINTON","2","C6","","Kursus ini memperkenalkan pelajar kepada asas permainan badminton. Pelajar akan mempelajari perkaraperkara asas tentang badminton merangkumi konsep dan peraturan sukan badminton, latihan kecergasan, asas permainan seperti servis, smash, permainan di jaring dan teknik pukulan. Selain itu pelajar juga didedahkan dengan asas pergerakan dan teknik dan kaedah permainan. Pelajar juga akan mempelajari tentang asas pengadilan dan penganjuran kejohanan sukan badminton.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCS3672","ASAS CATUR","2","C6","","Kursus ini memperkenalkan pelajar kepada asas permainan catur. Pelajar akan mempelajari perkara-perkara asas tentang catur, misalnya mengenali papan catur, mengenali buah-buah catur, mengetahui pergerakan buah-buah catur, susunan buah-buah catur, mengetahui tentang undang-undang permainan catur, notasi catur, penggunaan jam, perkubuan (castling) dan langkau makan (en passant). Pelajar juga akan mempelajari tentang penawanan raja (check-mate), penawanan raja tergantung (stale-mate), pembukaan (opening) permainan, pertengahan permaianan (middle game) dan pengakhiran permainan (end game). Kursus ini sesuai untuk pelajar yang langsung tidak pernah bermain catur dan pelajar yang hanya ada sedikit sangat pengetahuan tentang catur.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCS3692","ASAS RAGBI","2","C6","","Kursus ini memperkenalkan kepada para pelajar mengenai pengetahuan dan kemahiran Ragbi. Melalui kursus ini, para pelajar akan didedahkan kepada peraturan asas, etika Ragbi, terminologi, penskoran, teknik-teknik asas Ragbi serta manfaat Ragbi dalam aspek kesihatan dan kekeluargaan. Pengajaran dan pembelajaran akan dilaksanakan dalam bentuk teori dan praktikal.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCS4652","ASAS SOFBOL","2","C6","","Kursus ini memperkenalkan pelajar kepada asas sukan sofbol. Pelajar akan didedahkan kepada perkara-perkara asas dan penting dalam sukan sobol seperti peralatan yang digunakan, peraturan khusus dalam sofbol, kemahiran dan cara bermain serta posisi. Pelajar juga akan diajar bagaimana hendak mengira dan menulis di kertas markah (Scoresheet). Kursus ini sesuai untuk pelajar yang langsung tidak pernah bermain sofbol dan pelajar yang hanya ada sedikit sangat pengetahuan tentang sofbol.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCS4662","ASAS RENANG (WANITA)","2","C6","","Kursus ini bertujuan memberi pendedahan kepada para pelajar dari segi teori dan praktikal berkaitan dengan Asas Sukan Renang (wanita). Pengetahuan tentang lima perkara asas dalam sukan Renang (wanita) iaitu peraturan, etika, kelengkapan, teknik Asas Renang (wanita) dan penskoran amat dititikberatkan bagi membolehkan pelajar dapat menguasai asas dalam Asas Renang (wanita). Selain itu disentuh juga aspek asas kejurulatihan, pengurusan aktiviti kesihatan dan gaya hidup sihat dan penganjuran pertandingan Asas Renang (wanita) kerana ia merupakan kombinasi yang berkesan di antara pengetahuan dan kemahiran dengan aspek penjagaan kesihatan, keakraban kekeluargaan dan kemasyarakatan. Kursus dijalankan dalam bentuk penerangan, perbincangan, kejurulatihan dan praktikal dan penganjuran pertandingan Sukan Renang (wanita)","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCS4672","ASAS 'SPORTS MASSAGE' (WANITA)","2","C6","","Kursus ini memperkenalkan kepada para pelajar mengenai pengetahuan dan kemahiran sports massage. Melalui kursus ini, para pelajar akan didedahkan kepada peraturan asas, etika sports massage, terminologi, penskoran, teknik-teknik asas sports massage serta manfaat sports massage dalam aspek kesihatan dan kekeluargaan. Pengajaran dan pembelajaran akan dilaksanakan dalam bentuk teori dan praktikal.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCS4692","ASAS SQUASH","2","C6","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCS5602","ASAS SELAM SKUBA","2","C6","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCZ1012","SENI TARI RAKYAT I","2","C6","","Kursus ini memberi pengetahuan tentang sejarah dan membincangkan perkembangan Seni Tari Rakyat yang ada di Malaysia. Kursus ini menumpukan penguasaan teknik gerak asas, rentak dan disiplin dalam sesebuah tarian itu terutama tarian asas asli, zapin, inang, joget dan masri. Kursus ini meningkatkan kefahaman dengan lebih jelas mengenai Seni Tari Rakyat. Kursus ini akhirnya dapat meningkatkan kefahaman tentang Seni Tari Rakyat bagi memberi perkhidmatan kepada masyarakat. Kursus ini dikendalikan secara teori dan amali.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
